conflict,trial,strategy,M,causal_density,tau_causal,tau_contested,tauhat,info_retention
high,24,leader,24,0.10144927536231885,0,56,0.025362318840579712,0.9746376811594203
high,24,ranked_pairs,24,0.10144927536231885,0,158,0.07155797101449275,0.9284420289855072
high,25,lww,24,0.07246376811594203,0,177,0.08016304347826086,0.9198369565217391
high,25,vc,24,0.07246376811594203,0,931,0.4216485507246377,0.5783514492753623
high,25,crdt_pure,24,0.07246376811594203,0,177,0.08016304347826086,0.9198369565217391
high,25,crdt_lww,24,0.07246376811594203,0,177,0.08016304347826086,0.9198369565217391
high,25,leader,24,0.07246376811594203,0,225,0.10190217391304347,0.8980978260869565
high,25,ranked_pairs,24,0.07246376811594203,0,177,0.08016304347826086,0.9198369565217391
high,26,lww,24,0.11594202898550725,0,162,0.07336956521739131,0.9266304347826086
high,26,vc,24,0.11594202898550725,0,566,0.2563405797101449,0.7436594202898551
high,26,crdt_pure,24,0.11594202898550725,0,162,0.07336956521739131,0.9266304347826086
high,26,crdt_lww,24,0.11594202898550725,0,162,0.07336956521739131,0.9266304347826086
high,26,leader,24,0.11594202898550725,0,200,0.09057971014492754,0.9094202898550725
high,26,ranked_pairs,24,0.11594202898550725,0,162,0.07336956521739131,0.9266304347826086
high,27,lww,24,0.08333333333333333,0,185,0.08378623188405797,0.916213768115942
high,27,vc,24,0.08333333333333333,0,949,0.42980072463768115,0.5701992753623188
high,27,crdt_pure,24,0.08333333333333333,0,185,0.08378623188405797,0.916213768115942
high,27,crdt_lww,24,0.08333333333333333,0,185,0.08378623188405797,0.916213768115942
high,27,leader,24,0.08333333333333333,0,160,0.07246376811594203,0.927536231884058
high,27,ranked_pairs,24,0.08333333333333333,0,185,0.08378623188405797,0.916213768115942
high,28,lww,24,0.12318840579710146,0,146,0.0661231884057971,0.9338768115942029
high,28,vc,24,0.12318840579710146,0,734,0.33242753623188404,0.667572463768116
high,28,crdt_pure,24,0.12318840579710146,0,146,0.0661231884057971,0.9338768115942029
high,28,crdt_lww,24,0.12318840579710146,0,146,0.0661231884057971,0.9338768115942029
high,28,leader,24,0.12318840579710146,0,39,0.017663043478260868,0.9823369565217391
high,28,ranked_pairs,24,0.12318840579710146,0,146,0.0661231884057971,0.9338768115942029
high,29,lww,24,0.07971014492753623,0,168,0.07608695652173914,0.9239130434782609
high,29,vc,24,0.07971014492753623,0,694,0.31431159420289856,0.6856884057971014
high,29,crdt_pure,24,0.07971014492753623,0,168,0.07608695652173914,0.9239130434782609
high,29,crdt_lww,24,0.07971014492753623,0,168,0.07608695652173914,0.9239130434782609
high,29,leader,24,0.07971014492753623,0,145,0.06567028985507246,0.9343297101449275
high,29,ranked_pairs,24,0.07971014492753623,0,168,0.07608695652173914,0.9239130434782609
