trial,strategy,ops_retained,auto_coverage,info_retention,tau_causal,tau_contested,semantic_validity,gini,time_ms,repair_swaps
23,crdt_lww,1.0,1.0,0.9705882352941176,0,1.0,0.6666666666666666,0.875,0.013500000022759195,
23,leader,0.5833333333333334,1.0,0.9705882352941176,0,1.0,0.75,0.875,0.00850000014906982,
23,ranked_pairs,1.0,1.0,1.0,0,0.0,0.8333333333333334,0.0,0.3341000001455541,
0,rp_unconstrained,1.0,1.0,1.0,0,0.0,0.8333333333333334,0.0,0.0,6.0
24,lww,1.0,1.0,1.0,0,0.0,0.4,0.0,0.02479999966453761,
24,vc,1.0,0.8333333333333334,0.71875,0,9.0,0.4,0.6805555555555556,0.06230000053619733,
24,crdt_pure,1.0,0.8333333333333334,1.0,0,0.0,0.4,0.0,0.01849999989644857,
24,crdt_lww,1.0,1.0,1.0,0,0.0,0.4,0.0,0.019099999917671084,
24,leader,0.5416666666666666,1.0,1.0,0,0.0,0.6666666666666666,0.0,0.009800000043469481,
24,ranked_pairs,1.0,1.0,1.0,0,0.0,0.4,0.0,0.2979000000777887,
0,rp_unconstrained,1.0,1.0,1.0,0,0.0,0.4,0.0,0.0,4.0
25,lww,1.0,1.0,0.9666666666666667,0,1.0,0.6,0.875,0.02029999996011611,
25,vc,1.0,0.8333333333333334,0.7666666666666666,0,7.0,0.6,0.5535714285714286,0.053899999329587445,
25,crdt_pure,1.0,0.8333333333333334,0.9666666666666667,0,1.0,0.6,0.875,0.020700000277429353,
25,crdt_lww,1.0,1.0,0.9666666666666667,0,1.0,0.6,0.875,0.013099999705445953,
25,leader,0.625,1.0,1.0,0,0.0,1.0,0.0,0.011099999937869143,
25,ranked_pairs,1.0,1.0,1.0,0,0.0,0.6,0.0,0.3026000003956142,
0,rp_unconstrained,1.0,1.0,1.0,0,0.0,0.6,0.0,0.0,2.0
26,lww,1.0,1.0,1.0,0,0.0,0.75,0.0,0.017299999854003545,
26,vc,1.0,0.9166666666666666,0.7096774193548387,0,9.0,0.75,0.8472222222222222,0.035400000342633575,
26,crdt_pure,1.0,0.9166666666666666,1.0,0,0.0,0.75,0.0,0.01809999957913533,
26,crdt_lww,1.0,1.0,1.0,0,0.0,0.75,0.0,0.014399999599845614,
26,leader,0.6666666666666666,1.0,1.0,0,0.0,0.75,0.0,0.007099999493220821,
26,ranked_pairs,1.0,1.0,1.0,0,0.0,0.75,0.0,0.26220000017929124,
0,rp_unconstrained,1.0,1.0,1.0,0,0.0,0.75,0.0,0.0,2.0
27,lww,1.0,1.0,1.0,0,0.0,1.0,0.0,0.01650000012887176,
27,vc,1.0,0.9583333333333334,0.71875,0,9.0,1.0,0.6527777777777778,0.031099999432626646,
27,crdt_pure,1.0,0.9583333333333334,1.0,0,0.0,1.0,0.0,0.015499999790336005,
27,crdt_lww,1.0,1.0,1.0,0,0.0,1.0,0.0,0.012100000276404899,
27,leader,0.5,1.0,1.0,0,0.0,1.0,0.0,0.006999999641266186,
27,ranked_pairs,1.0,1.0,1.0,0,0.0,1.0,0.0,0.2965000003314344,
0,rp_unconstrained,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,3.0
28,lww,1.0,1.0,0.9333333333333333,0,2.0,0.8333333333333334,0.75,0.01990000055229757,
28,vc,1.0,0.875,0.7333333333333334,0,8.0,0.6666666666666666,0.6875,0.04270000044925837,
28,crdt_pure,1.0,0.875,0.9333333333333333,0,2.0,0.8333333333333334,0.75,0.019099999917671084,
28,crdt_lww,1.0,1.0,0.9333333333333333,0,2.0,0.8333333333333334,0.75,0.012500000593718141,
28,leader,0.75,1.0,1.0,0,0.0,0.8,0.0,0.008400000297115184,
28,ranked_pairs,1.0,1.0,1.0,0,0.0,0.8333333333333334,0.0,0.30590000005759066,
0,rp_unconstrained,1.0,1.0,1.0,0,0.0,0.8333333333333334,0.0,0.0,1.0
29,lww,1.0,1.0,1.0,0,0.0,0.75,0.0,0.023699999474047218,
29,vc,1.0,0.9166666666666666,0.7931034482758621,0,6.0,0.75,0.875,0.04340000032243552,
29,crdt_pure,1.0,0.9166666666666666,1.0,0,0.0,0.75,0.0,0.024000000848900527,
29,crdt_lww,1.0,1.0,1.0,0,0.0,0.75,0.0,0.022399999579647556,
29,leader,0.625,1.0,1.0,0,0.0,0.6666666666666666,0.0,0.010900000233959872,
29,ranked_pairs,1.0,1.0,1.0,0,0.0,0.75,0.0,0.3108000000793254,
0,rp_unconstrained,1.0,1.0,1.0,0,0.0,0.75,0.0,0.0,2.0
