trial,strategy,M,ops_retained,auto_coverage,info_retention,tau_causal,tau_contested,semantic_validity,gini,time_ms
210024,crdt_pure,24,1.0,0.7916666666666666,0.9995471014492754,0,1.0,0.6666666666666666,0.875,0.07970000001478184
210024,crdt_lww,24,1.0,1.0,0.9995471014492754,0,1.0,0.6666666666666666,0.875,0.0481000000718268
210024,leader,24,0.20833333333333334,1.0,1.0,0,0.0,1.0,0.0,0.01940000004196918
210024,ranked_pairs,24,1.0,1.0,1.0,0,0.0,0.8333333333333334,0.0,1.3510999999652995
210025,lww,24,1.0,1.0,1.0,0,0.0,0.4,0.0,0.07470000002740562
210025,vc,24,1.0,0.8333333333333334,1.0,0,0.0,0.4,0.0,0.1724999999623833
210025,crdt_pure,24,1.0,0.8333333333333334,1.0,0,0.0,0.4,0.0,0.0595000000203072
210025,crdt_lww,24,1.0,1.0,1.0,0,0.0,0.4,0.0,0.04560000002129527
210025,leader,24,0.20833333333333334,1.0,1.0,0,0.0,1.0,0.0,0.01770000005762995
210025,ranked_pairs,24,1.0,1.0,1.0,0,0.0,0.4,0.0,1.3610000000880973
210026,lww,24,1.0,1.0,0.9995471014492754,0,1.0,0.6,0.875,0.0959000000193555
210026,vc,24,1.0,0.8333333333333334,0.9995471014492754,0,1.0,0.6,0.875,0.21029999993515958
210026,crdt_pure,24,1.0,0.8333333333333334,0.9995471014492754,0,1.0,0.6,0.875,0.07249999998748535
210026,crdt_lww,24,1.0,1.0,0.9995471014492754,0,1.0,0.6,0.875,0.04839999996875122
210026,leader,24,0.20833333333333334,1.0,1.0,0,0.0,1.0,0.0,0.02040000003944442
210026,ranked_pairs,24,1.0,1.0,1.0,0,0.0,0.6,0.0,1.3438000000860484
210027,lww,24,1.0,1.0,1.0,0,0.0,0.75,0.0,0.06740000003446767
210027,vc,24,1.0,0.9166666666666666,1.0,0,0.0,0.75,0.0,0.16340000001946464
210027,crdt_pure,24,1.0,0.9166666666666666,1.0,0,0.0,0.75,0.0,0.055900000006658956
210027,crdt_lww,24,1.0,1.0,1.0,0,0.0,0.75,0.0,0.057700000070326496
210027,leader,24,0.20833333333333334,1.0,1.0,0,0.0,1.0,0.0,0.022099999910096813
210027,ranked_pairs,24,1.0,1.0,1.0,0,0.0,0.75,0.0,1.3491999999359905
210028,lww,24,1.0,1.0,1.0,0,0.0,1.0,0.0,0.07500000003801688
210028,vc,24,1.0,0.9583333333333334,1.0,0,0.0,1.0,0.0,0.15669999993406236
210028,crdt_pure,24,1.0,0.9583333333333334,1.0,0,0.0,1.0,0.0,0.048600000013721
210028,crdt_lww,24,1.0,1.0,1.0,0,0.0,1.0,0.0,0.04589999991821969
210028,leader,24,0.20833333333333334,1.0,1.0,0,0.0,1.0,0.0,0.02199999994445534
210028,ranked_pairs,24,1.0,1.0,1.0,0,0.0,1.0,0.0,1.4806000000362474
210029,lww,24,1.0,1.0,0.9990942028985508,0,2.0,0.8333333333333334,0.75,0.05800000008093775
210029,vc,24,1.0,0.875,0.9990942028985508,0,2.0,0.8333333333333334,0.75,0.29240000003483146
210029,crdt_pure,24,1.0,0.875,0.9990942028985508,0,2.0,0.8333333333333334,0.75,0.08669999999710853
210029,crdt_lww,24,1.0,1.0,0.9990942028985508,0,2.0,0.8333333333333334,0.75,0.049200000034943514
210029,leader,24,0.20833333333333334,1.0,1.0,0,0.0,1.0,0.0,0.018300000078852463
210029,ranked_pairs,24,1.0,1.0,1.0,0,0.0,0.8333333333333334,0.0,1.3541999999233667
210030,lww,24,1.0,1.0,1.0,0,0.0,0.75,0.0,0.05729999998038693
210030,vc,24,1.0,0.9166666666666666,1.0,0,0.0,0.75,0.0,0.12589999994361278
210030,crdt_pure,24,1.0,0.9166666666666666,1.0,0,0.0,0.75,0.0,0.045800000066265056
210030,crdt_lww,24,1.0,1.0,1.0,0,0.0,0.75,0.0,0.03540000000157306
210030,leader,24,0.20833333333333334,1.0,1.0,0,0.0,1.0,0.0,0.013899999999011925
210030,ranked_pairs,24,1.0,1.0,1.0,0,0.0,0.75,0.0,1.0171000000127606
